id,country
ZDB-COMPANY-980626-2,US
ZDB-COMPANY-980629-1,US
ZDB-COMPANY-980701-1,US
ZDB-COMPANY-980706-1,US
ZDB-COMPANY-980706-50,US
ZDB-COMPANY-980706-6,US
ZDB-COMPANY-980707-1,US
ZDB-COMPANY-980707-4,US
ZDB-COMPANY-980715-3,US
ZDB-COMPANY-980728-9,US
ZDB-COMPANY-980810-5,US
ZDB-COMPANY-981022-4,US
ZDB-COMPANY-990122-2,US
ZDB-COMPANY-990331-1,US
ZDB-COMPANY-990412-3,US
ZDB-COMPANY-990721-2,US
