ept_pk_id,ept_relational_term,ept_quality_term_zdb_id,ept_tag,ept_xpatres_id
38,expressed_in,ZDB-TERM-081207-1946,abnormal,308749
39,expressed_in,ZDB-TERM-070117-471,abnormal,308805
40,expressed_in,ZDB-TERM-070117-471,abnormal,308809
41,expressed_in,ZDB-TERM-070326-1660,abnormal,308809
42,expressed_in,ZDB-TERM-070117-471,abnormal,308810
43,expressed_in,ZDB-TERM-070326-1660,abnormal,308810
44,expressed_in,ZDB-TERM-070117-629,abnormal,308812
45,expressed_in,ZDB-TERM-081207-1946,abnormal,308814
46,expressed_in,ZDB-TERM-081207-1946,abnormal,308817
47,expressed_in,ZDB-TERM-081207-1946,abnormal,308818
48,expressed_in,ZDB-TERM-070117-629,abnormal,308856
49,expressed_in,ZDB-TERM-070117-629,abnormal,308861
50,expressed_in,ZDB-TERM-070117-629,abnormal,308867
52,expressed_in,ZDB-TERM-070117-629,abnormal,308869
53,expressed_in,ZDB-TERM-070117-629,abnormal,308872
54,expressed_in,ZDB-TERM-081207-1946,abnormal,308874
55,expressed_in,ZDB-TERM-081207-1946,abnormal,308875
56,expressed_in,ZDB-TERM-081207-1946,abnormal,308876
57,expressed_in,ZDB-TERM-081207-1946,abnormal,308877
58,expressed_in,ZDB-TERM-070117-629,abnormal,308880
59,expressed_in,ZDB-TERM-070117-629,abnormal,308881
60,expressed_in,ZDB-TERM-070117-141,ameliorated,308886
61,expressed_in,ZDB-TERM-070117-141,ameliorated,308887
62,expressed_in,ZDB-TERM-081207-1946,abnormal,308906
64,expressed_in,ZDB-TERM-081207-1946,abnormal,308908
65,expressed_in,ZDB-TERM-081207-1946,abnormal,308909
66,expressed_in,ZDB-TERM-081207-1946,abnormal,308910
67,expressed_in,ZDB-TERM-070117-471,abnormal,308911
68,expressed_in,ZDB-TERM-070117-471,abnormal,308912
69,expressed_in,ZDB-TERM-070117-471,abnormal,308913
70,expressed_in,ZDB-TERM-070117-471,abnormal,308914
71,expressed_in,ZDB-TERM-070117-471,abnormal,308907
72,expressed_in,ZDB-TERM-070117-471,abnormal,308920
73,expressed_in,ZDB-TERM-070117-471,abnormal,308921
74,expressed_in,ZDB-TERM-070117-71,ameliorated,308922
75,expressed_in,ZDB-TERM-070117-71,ameliorated,308923
76,expressed_in,ZDB-TERM-081207-1946,abnormal,308927
77,expressed_in,ZDB-TERM-081207-1946,abnormal,308928
78,expressed_in,ZDB-TERM-081207-1946,abnormal,308929
79,expressed_in,ZDB-TERM-081207-1946,abnormal,308930
80,expressed_in,ZDB-TERM-081207-1946,abnormal,308931
81,expressed_in,ZDB-TERM-070117-471,abnormal,308932
82,expressed_in,ZDB-TERM-070117-471,abnormal,308939
83,expressed_in,ZDB-TERM-070117-471,abnormal,308940
84,expressed_in,ZDB-TERM-070117-471,abnormal,308941
85,expressed_in,ZDB-TERM-070117-471,abnormal,308942
86,expressed_in,ZDB-TERM-070117-471,abnormal,308943
87,expressed_in,ZDB-TERM-070117-471,abnormal,308944
88,expressed_in,ZDB-TERM-081207-1946,abnormal,308945
89,expressed_in,ZDB-TERM-081207-1946,abnormal,308946
90,expressed_in,ZDB-TERM-081207-1946,abnormal,308947
91,expressed_in,ZDB-TERM-070117-463,abnormal,308962
92,expressed_in,ZDB-TERM-070117-463,abnormal,308968
93,expressed_in,ZDB-TERM-081207-1946,abnormal,308971
94,expressed_in,ZDB-TERM-081207-1946,abnormal,308973
98,expressed_in,ZDB-TERM-070117-471,abnormal,308981
99,expressed_in,ZDB-TERM-070117-471,abnormal,308985
100,expressed_in,ZDB-TERM-081207-1946,abnormal,308986
101,expressed_in,ZDB-TERM-070117-471,abnormal,308989
102,expressed_in,ZDB-TERM-070117-71,ameliorated,308988
103,expressed_in,ZDB-TERM-070117-471,abnormal,308991
104,expressed_in,ZDB-TERM-070117-71,ameliorated,308992
105,expressed_in,ZDB-TERM-081207-1946,abnormal,309049
106,expressed_in,ZDB-TERM-070117-463,abnormal,309198
107,expressed_in,ZDB-TERM-081207-1946,abnormal,309200
108,expressed_in,ZDB-TERM-081207-1946,abnormal,309205
109,expressed_in,ZDB-TERM-070326-1661,abnormal,309205
110,expressed_in,ZDB-TERM-081207-1946,abnormal,309207
111,expressed_in,ZDB-TERM-070326-1661,abnormal,309207
112,expressed_in,ZDB-TERM-081207-1946,abnormal,309209
113,expressed_in,ZDB-TERM-070326-1661,abnormal,309209
114,expressed_in,ZDB-TERM-081207-1946,abnormal,309216
115,expressed_in,ZDB-TERM-070326-1661,abnormal,309216
116,expressed_in,ZDB-TERM-081207-1946,abnormal,309217
117,expressed_in,ZDB-TERM-070326-1661,abnormal,309217
118,expressed_in,ZDB-TERM-081207-1946,abnormal,309218
119,expressed_in,ZDB-TERM-081207-1946,abnormal,309219
120,expressed_in,ZDB-TERM-081207-1946,abnormal,309220
121,expressed_in,ZDB-TERM-081207-1946,abnormal,309221
122,expressed_in,ZDB-TERM-081207-1946,abnormal,309232
123,expressed_in,ZDB-TERM-070326-1661,abnormal,309232
124,expressed_in,ZDB-TERM-081207-1946,abnormal,309233
125,expressed_in,ZDB-TERM-070326-1661,abnormal,309234
126,expressed_in,ZDB-TERM-070117-471,abnormal,309236
127,expressed_in,ZDB-TERM-070326-1660,abnormal,309236
128,expressed_in,ZDB-TERM-081207-1946,abnormal,309252
129,expressed_in,ZDB-TERM-081207-1946,abnormal,309281
130,expressed_in,ZDB-TERM-081207-1946,abnormal,309282
131,expressed_in,ZDB-TERM-081207-1946,abnormal,309283
132,expressed_in,ZDB-TERM-081207-1946,abnormal,309284
133,expressed_in,ZDB-TERM-081207-1946,abnormal,309285
134,expressed_in,ZDB-TERM-081207-1946,abnormal,309286
135,expressed_in,ZDB-TERM-081207-1946,abnormal,309287
136,expressed_in,ZDB-TERM-081207-1946,abnormal,309288
137,expressed_in,ZDB-TERM-081207-1946,abnormal,309289
138,expressed_in,ZDB-TERM-081207-1946,abnormal,309290
139,expressed_in,ZDB-TERM-081207-1946,abnormal,309291
140,expressed_in,ZDB-TERM-081207-1946,abnormal,309292
141,expressed_in,ZDB-TERM-081207-1946,abnormal,309293
142,expressed_in,ZDB-TERM-081207-1946,abnormal,309294
143,expressed_in,ZDB-TERM-081207-1946,abnormal,309296
144,expressed_in,ZDB-TERM-081207-1946,abnormal,309300
145,expressed_in,ZDB-TERM-081207-1946,abnormal,309301
146,expressed_in,ZDB-TERM-081207-1946,abnormal,309302
147,expressed_in,ZDB-TERM-081207-1946,abnormal,309304
148,expressed_in,ZDB-TERM-070117-471,abnormal,309401
149,expressed_in,ZDB-TERM-070117-471,abnormal,309402
151,expressed_in,ZDB-TERM-070117-471,abnormal,309404
152,expressed_in,ZDB-TERM-081207-1946,abnormal,309456
153,expressed_in,ZDB-TERM-081207-1946,abnormal,309457
154,expressed_in,ZDB-TERM-081207-1946,abnormal,309458
155,expressed_in,ZDB-TERM-070117-463,abnormal,309494
156,expressed_in,ZDB-TERM-070117-463,abnormal,309507
157,expressed_in,ZDB-TERM-070117-463,abnormal,309508
158,expressed_in,ZDB-TERM-081207-1946,abnormal,309511
159,expressed_in,ZDB-TERM-081207-1946,abnormal,309512
160,expressed_in,ZDB-TERM-081207-1946,abnormal,309516
161,expressed_in,ZDB-TERM-070117-629,abnormal,309561
162,expressed_in,ZDB-TERM-070117-629,abnormal,309565
163,expressed_in,ZDB-TERM-070117-629,abnormal,309568
164,expressed_in,ZDB-TERM-070117-471,abnormal,309579
165,expressed_in,ZDB-TERM-070117-471,abnormal,309580
166,expressed_in,ZDB-TERM-070117-471,abnormal,309581
167,expressed_in,ZDB-TERM-070117-471,abnormal,309582
168,expressed_in,ZDB-TERM-070117-471,abnormal,309583
169,expressed_in,ZDB-TERM-081207-1946,abnormal,309593
170,expressed_in,ZDB-TERM-081207-1946,abnormal,309595
171,expressed_in,ZDB-TERM-081207-1946,abnormal,309607
172,expressed_in,ZDB-TERM-081207-1946,abnormal,309609
174,expressed_in,ZDB-TERM-081207-1946,abnormal,309613
175,expressed_in,ZDB-TERM-081207-1946,abnormal,309690
176,expressed_in,ZDB-TERM-081207-1946,abnormal,309691
177,expressed_in,ZDB-TERM-081207-1946,abnormal,309692
178,expressed_in,ZDB-TERM-081207-1946,abnormal,309693
179,expressed_in,ZDB-TERM-070117-471,abnormal,309694
180,expressed_in,ZDB-TERM-070117-471,abnormal,309695
181,expressed_in,ZDB-TERM-070117-471,abnormal,309696
182,expressed_in,ZDB-TERM-070117-471,abnormal,309697
183,expressed_in,ZDB-TERM-070117-471,abnormal,309703
184,expressed_in,ZDB-TERM-070117-471,abnormal,309704
185,expressed_in,ZDB-TERM-070117-471,abnormal,309705
186,expressed_in,ZDB-TERM-070117-471,abnormal,309707
187,expressed_in,ZDB-TERM-070117-71,ameliorated,309709
188,expressed_in,ZDB-TERM-070117-71,ameliorated,309710
189,expressed_in,ZDB-TERM-070117-71,ameliorated,309711
190,expressed_in,ZDB-TERM-081207-1946,abnormal,309727
191,expressed_in,ZDB-TERM-081207-1946,abnormal,309738
192,expressed_in,ZDB-TERM-081207-1946,abnormal,309739
193,expressed_in,ZDB-TERM-081207-1946,abnormal,309744
194,expressed_in,ZDB-TERM-081207-1946,abnormal,309745
195,expressed_in,ZDB-TERM-081207-1946,abnormal,309746
196,expressed_in,ZDB-TERM-081207-1946,abnormal,309747
197,expressed_in,ZDB-TERM-081207-1946,abnormal,309748
198,expressed_in,ZDB-TERM-081207-1946,abnormal,309749
199,expressed_in,ZDB-TERM-081207-1946,abnormal,309751
200,expressed_in,ZDB-TERM-081207-1946,abnormal,309753
201,expressed_in,ZDB-TERM-081207-1946,abnormal,309756
202,expressed_in,ZDB-TERM-081207-1946,abnormal,309757
203,expressed_in,ZDB-TERM-081207-1946,abnormal,309758
204,expressed_in,ZDB-TERM-081207-1946,abnormal,309759
205,expressed_in,ZDB-TERM-081207-1946,abnormal,309760
206,expressed_in,ZDB-TERM-081207-1946,abnormal,309761
207,expressed_in,ZDB-TERM-081207-1946,abnormal,309762
208,expressed_in,ZDB-TERM-081207-1946,abnormal,309780
209,expressed_in,ZDB-TERM-081207-1946,abnormal,309781
210,expressed_in,ZDB-TERM-081207-1946,abnormal,309782
211,expressed_in,ZDB-TERM-081207-1946,abnormal,309783
212,expressed_in,ZDB-TERM-081207-1946,abnormal,309784
213,expressed_in,ZDB-TERM-081207-1946,abnormal,309785
214,expressed_in,ZDB-TERM-070117-471,abnormal,309786
215,expressed_in,ZDB-TERM-070117-471,abnormal,309787
216,expressed_in,ZDB-TERM-081207-1946,abnormal,309792
217,expressed_in,ZDB-TERM-081207-1946,abnormal,309793
218,expressed_in,ZDB-TERM-081207-1946,abnormal,309794
219,expressed_in,ZDB-TERM-081207-1946,abnormal,309795
220,expressed_in,ZDB-TERM-070117-471,abnormal,309804
221,expressed_in,ZDB-TERM-070117-471,abnormal,309805
222,expressed_in,ZDB-TERM-070117-471,abnormal,309806
223,expressed_in,ZDB-TERM-070117-471,abnormal,309807
224,expressed_in,ZDB-TERM-070117-471,abnormal,309808
225,expressed_in,ZDB-TERM-070117-471,abnormal,309809
226,expressed_in,ZDB-TERM-081207-1946,abnormal,309815
227,expressed_in,ZDB-TERM-081207-1946,abnormal,309816
228,expressed_in,ZDB-TERM-081207-1946,abnormal,309817
229,expressed_in,ZDB-TERM-081207-1946,abnormal,309818
230,expressed_in,ZDB-TERM-081207-1946,abnormal,309819
231,expressed_in,ZDB-TERM-081207-1946,abnormal,309820
232,expressed_in,ZDB-TERM-070117-471,abnormal,309826
233,expressed_in,ZDB-TERM-070117-471,abnormal,309827
234,expressed_in,ZDB-TERM-070117-471,abnormal,309828
235,expressed_in,ZDB-TERM-070117-471,abnormal,309829
236,expressed_in,ZDB-TERM-081207-1946,abnormal,309832
237,expressed_in,ZDB-TERM-081207-1946,abnormal,309833
238,expressed_in,ZDB-TERM-081207-1946,abnormal,309849
239,expressed_in,ZDB-TERM-070117-471,abnormal,309850
240,expressed_in,ZDB-TERM-070117-463,abnormal,309864
241,expressed_in,ZDB-TERM-070117-463,abnormal,309870
243,expressed_in,ZDB-TERM-070117-463,abnormal,309889
244,expressed_in,ZDB-TERM-070117-629,abnormal,309890
245,expressed_in,ZDB-TERM-070117-629,abnormal,309891
246,expressed_in,ZDB-TERM-070117-463,abnormal,310134
247,expressed_in,ZDB-TERM-070117-463,abnormal,310135
248,expressed_in,ZDB-TERM-081207-1946,abnormal,310139
249,expressed_in,ZDB-TERM-081207-1946,abnormal,310140
250,expressed_in,ZDB-TERM-070117-463,abnormal,310143
251,expressed_in,ZDB-TERM-070117-463,abnormal,310144
252,expressed_in,ZDB-TERM-070326-1660,abnormal,310146
253,expressed_in,ZDB-TERM-070326-1660,abnormal,310147
254,expressed_in,ZDB-TERM-070117-141,ameliorated,310150
260,expressed_in,ZDB-TERM-070326-1660,abnormal,310305
262,expressed_in,ZDB-TERM-070326-1660,abnormal,310389
263,expressed_in,ZDB-TERM-070326-1660,abnormal,310474
264,expressed_in,ZDB-TERM-070326-1660,abnormal,310476
265,expressed_in,ZDB-TERM-070117-463,abnormal,310522
266,expressed_in,ZDB-TERM-070117-71,ameliorated,310523
270,expressed_in,ZDB-TERM-070326-1660,abnormal,310534
272,expressed_in,ZDB-TERM-070326-1661,abnormal,310545
273,expressed_in,ZDB-TERM-070326-1660,abnormal,310547
274,expressed_in,ZDB-TERM-070326-1660,abnormal,310587
275,expressed_in,ZDB-TERM-070326-1660,abnormal,310588
276,expressed_in,ZDB-TERM-070326-1660,abnormal,310589
278,expressed_in,ZDB-TERM-070326-1660,abnormal,310597
279,expressed_in,ZDB-TERM-070326-1660,abnormal,310598
280,expressed_in,ZDB-TERM-070326-1660,abnormal,310599
281,expressed_in,ZDB-TERM-070326-1660,abnormal,310608
282,expressed_in,ZDB-TERM-070326-1660,abnormal,310609
283,expressed_in,ZDB-TERM-070326-1660,abnormal,310610
286,expressed_in,ZDB-TERM-070326-1660,abnormal,310620
287,expressed_in,ZDB-TERM-070117-463,abnormal,310624
288,expressed_in,ZDB-TERM-070117-61,ameliorated,310625
289,expressed_in,ZDB-TERM-070326-1660,abnormal,310629
290,expressed_in,ZDB-TERM-070326-1660,abnormal,310632
291,expressed_in,ZDB-TERM-070117-629,abnormal,310633
292,expressed_in,ZDB-TERM-070117-463,abnormal,310634
294,expressed_in,ZDB-TERM-070117-61,abnormal,310635
295,expressed_in,ZDB-TERM-070117-463,abnormal,310636
296,expressed_in,ZDB-TERM-070117-463,abnormal,310637
297,expressed_in,ZDB-TERM-081207-1946,abnormal,310639
298,expressed_in,ZDB-TERM-070326-1661,abnormal,310639
299,expressed_in,ZDB-TERM-081207-1946,abnormal,310640
300,expressed_in,ZDB-TERM-070326-1661,abnormal,310640
301,expressed_in,ZDB-TERM-081207-1946,abnormal,310641
302,expressed_in,ZDB-TERM-070326-1661,abnormal,310641
303,expressed_in,ZDB-TERM-070117-463,abnormal,310650
304,expressed_in,ZDB-TERM-070117-463,abnormal,310654
305,expressed_in,ZDB-TERM-070117-463,abnormal,310655
306,expressed_in,ZDB-TERM-081207-1946,abnormal,310666
307,expressed_in,ZDB-TERM-081207-1946,abnormal,310667
308,expressed_in,ZDB-TERM-081207-1946,abnormal,310668
309,expressed_in,ZDB-TERM-081207-1946,abnormal,310669
310,expressed_in,ZDB-TERM-081207-1946,abnormal,310670
311,expressed_in,ZDB-TERM-081207-1946,abnormal,310671
312,expressed_in,ZDB-TERM-081207-1946,abnormal,310672
313,expressed_in,ZDB-TERM-081207-1946,abnormal,310673
314,expressed_in,ZDB-TERM-081207-1946,abnormal,310680
315,expressed_in,ZDB-TERM-081207-1946,abnormal,310685
316,expressed_in,ZDB-TERM-081207-1946,abnormal,310686
317,expressed_in,ZDB-TERM-081207-1946,abnormal,310687
318,expressed_in,ZDB-TERM-070117-463,abnormal,310700
319,expressed_in,ZDB-TERM-070117-463,abnormal,310701
320,expressed_in,ZDB-TERM-081207-1946,abnormal,310703
321,expressed_in,ZDB-TERM-070326-1661,abnormal,310703
322,expressed_in,ZDB-TERM-081207-1946,abnormal,310705
323,expressed_in,ZDB-TERM-081207-1946,abnormal,310709
324,expressed_in,ZDB-TERM-070326-1661,abnormal,310709
325,expressed_in,ZDB-TERM-081207-1946,abnormal,310710
326,expressed_in,ZDB-TERM-070326-1661,abnormal,310710
327,expressed_in,ZDB-TERM-081207-1946,abnormal,310711
328,expressed_in,ZDB-TERM-070326-1661,abnormal,310711
329,expressed_in,ZDB-TERM-070117-463,abnormal,310713
330,expressed_in,ZDB-TERM-081207-1946,abnormal,310716
331,expressed_in,ZDB-TERM-070326-1661,abnormal,310716
332,expressed_in,ZDB-TERM-070117-463,abnormal,310717
333,expressed_in,ZDB-TERM-070117-463,abnormal,310724
334,expressed_in,ZDB-TERM-070117-463,abnormal,310725
335,expressed_in,ZDB-TERM-070117-463,abnormal,310726
336,expressed_in,ZDB-TERM-070117-463,abnormal,310727
337,expressed_in,ZDB-TERM-070117-463,abnormal,310730
338,expressed_in,ZDB-TERM-081207-1946,abnormal,310731
339,expressed_in,ZDB-TERM-070117-463,abnormal,310732
341,expressed_in,ZDB-TERM-070117-463,abnormal,310734
343,expressed_in,ZDB-TERM-070326-1661,abnormal,310740
344,expressed_in,ZDB-TERM-070326-1661,abnormal,310745
345,expressed_in,ZDB-TERM-070326-1661,abnormal,310746
346,expressed_in,ZDB-TERM-070326-1661,abnormal,310747
347,expressed_in,ZDB-TERM-070326-1660,abnormal,310750
348,expressed_in,ZDB-TERM-070326-1661,abnormal,310759
349,expressed_in,ZDB-TERM-070326-1661,abnormal,310760
350,expressed_in,ZDB-TERM-070326-1661,abnormal,310761
351,expressed_in,ZDB-TERM-070326-1661,abnormal,310762
352,expressed_in,ZDB-TERM-070326-1661,abnormal,310763
353,expressed_in,ZDB-TERM-070326-1661,abnormal,310764
354,expressed_in,ZDB-TERM-070117-463,abnormal,310768
355,expressed_in,ZDB-TERM-070117-463,abnormal,310769
356,expressed_in,ZDB-TERM-070117-463,abnormal,310770
357,expressed_in,ZDB-TERM-070117-629,abnormal,310772
358,expressed_in,ZDB-TERM-070117-463,abnormal,310773
359,expressed_in,ZDB-TERM-070117-471,abnormal,310845
360,expressed_in,ZDB-TERM-070117-471,abnormal,310846
361,expressed_in,ZDB-TERM-070117-61,abnormal,310859
362,expressed_in,ZDB-TERM-070117-61,abnormal,310861
363,expressed_in,ZDB-TERM-070117-61,abnormal,310863
364,expressed_in,ZDB-TERM-070117-61,abnormal,310865
365,expressed_in,ZDB-TERM-070117-463,abnormal,310866
366,expressed_in,ZDB-TERM-081207-1946,abnormal,310867
367,expressed_in,ZDB-TERM-070117-471,abnormal,310868
369,expressed_in,ZDB-TERM-081207-1946,abnormal,310872
370,expressed_in,ZDB-TERM-081207-1946,abnormal,310873
371,expressed_in,ZDB-TERM-081207-1946,abnormal,310875
372,expressed_in,ZDB-TERM-070117-471,abnormal,310880
373,expressed_in,ZDB-TERM-070117-471,abnormal,310882
374,expressed_in,ZDB-TERM-070326-1660,abnormal,310882
375,expressed_in,ZDB-TERM-070117-471,abnormal,310884
376,expressed_in,ZDB-TERM-070326-1660,abnormal,310884
377,expressed_in,ZDB-TERM-070117-471,abnormal,310885
378,expressed_in,ZDB-TERM-070117-471,abnormal,310886
379,expressed_in,ZDB-TERM-081207-1946,abnormal,310898
380,expressed_in,ZDB-TERM-070326-1660,abnormal,310900
381,expressed_in,ZDB-TERM-070326-1661,abnormal,310901
383,expressed_in,ZDB-TERM-070326-1661,abnormal,310904
384,expressed_in,ZDB-TERM-070326-1660,abnormal,310905
385,expressed_in,ZDB-TERM-070326-1661,abnormal,310906
386,expressed_in,ZDB-TERM-070326-1661,abnormal,310907
387,expressed_in,ZDB-TERM-070326-1661,abnormal,310908
388,expressed_in,ZDB-TERM-070326-1661,abnormal,310909
389,expressed_in,ZDB-TERM-070117-71,ameliorated,310910
390,expressed_in,ZDB-TERM-070117-71,ameliorated,310911
391,expressed_in,ZDB-TERM-070117-71,ameliorated,310912
392,expressed_in,ZDB-TERM-070117-71,ameliorated,310913
393,expressed_in,ZDB-TERM-070326-1660,abnormal,310918
394,expressed_in,ZDB-TERM-070326-1661,abnormal,310919
396,expressed_in,ZDB-TERM-070326-1660,abnormal,310922
397,expressed_in,ZDB-TERM-070326-1661,abnormal,310923
398,expressed_in,ZDB-TERM-070326-1661,abnormal,310924
399,expressed_in,ZDB-TERM-070326-1661,abnormal,310925
400,expressed_in,ZDB-TERM-070326-1661,abnormal,310926
401,expressed_in,ZDB-TERM-070326-1661,abnormal,310927
402,expressed_in,ZDB-TERM-070326-1661,abnormal,310928
403,expressed_in,ZDB-TERM-070117-71,ameliorated,310929
404,expressed_in,ZDB-TERM-070117-71,ameliorated,310930
405,expressed_in,ZDB-TERM-070117-71,ameliorated,310931
406,expressed_in,ZDB-TERM-070117-71,ameliorated,310932
407,expressed_in,ZDB-TERM-070117-71,ameliorated,310933
408,expressed_in,ZDB-TERM-081207-1946,abnormal,310937
409,expressed_in,ZDB-TERM-070326-1660,abnormal,310939
410,expressed_in,ZDB-TERM-070326-1661,abnormal,310940
411,expressed_in,ZDB-TERM-070326-1661,abnormal,310942
412,expressed_in,ZDB-TERM-070326-1660,abnormal,310943
413,expressed_in,ZDB-TERM-070326-1660,abnormal,310946
415,expressed_in,ZDB-TERM-070326-1661,abnormal,310948
417,expressed_in,ZDB-TERM-070326-1661,abnormal,310950
420,expressed_in,ZDB-TERM-070326-1660,abnormal,310953
421,expressed_in,ZDB-TERM-070326-1660,abnormal,310954
422,expressed_in,ZDB-TERM-070326-1661,abnormal,310955
423,expressed_in,ZDB-TERM-070326-1660,abnormal,310956
424,expressed_in,ZDB-TERM-070326-1661,abnormal,310957
425,expressed_in,ZDB-TERM-070326-1660,abnormal,310962
426,expressed_in,ZDB-TERM-070326-1661,abnormal,310963
427,expressed_in,ZDB-TERM-070326-1660,abnormal,310965
428,expressed_in,ZDB-TERM-070326-1660,abnormal,310966
429,expressed_in,ZDB-TERM-070326-1661,abnormal,310968
430,expressed_in,ZDB-TERM-070326-1660,abnormal,310969
431,expressed_in,ZDB-TERM-070326-1661,abnormal,310971
432,expressed_in,ZDB-TERM-070326-1661,abnormal,310972
433,expressed_in,ZDB-TERM-081207-1946,abnormal,310974
434,expressed_in,ZDB-TERM-081207-1946,abnormal,310975
435,expressed_in,ZDB-TERM-070326-1661,abnormal,310977
436,expressed_in,ZDB-TERM-070326-1660,abnormal,310978
437,expressed_in,ZDB-TERM-070326-1660,abnormal,310980
438,expressed_in,ZDB-TERM-070326-1661,abnormal,310981
439,expressed_in,ZDB-TERM-070326-1660,abnormal,310995
440,expressed_in,ZDB-TERM-070326-1661,abnormal,310996
441,expressed_in,ZDB-TERM-070326-1661,abnormal,310998
442,expressed_in,ZDB-TERM-070326-1660,abnormal,310999
443,expressed_in,ZDB-TERM-070326-1661,abnormal,311000
444,expressed_in,ZDB-TERM-070326-1660,abnormal,311001
445,expressed_in,ZDB-TERM-070326-1660,abnormal,311002
446,expressed_in,ZDB-TERM-070117-61,ameliorated,311003
447,expressed_in,ZDB-TERM-070117-61,ameliorated,311004
448,expressed_in,ZDB-TERM-070117-61,ameliorated,311005
449,expressed_in,ZDB-TERM-070117-61,ameliorated,311006
450,expressed_in,ZDB-TERM-070117-61,ameliorated,311007
451,expressed_in,ZDB-TERM-081207-1946,abnormal,311016
452,expressed_in,ZDB-TERM-070117-471,abnormal,311085
453,expressed_in,ZDB-TERM-070117-471,abnormal,311086
454,expressed_in,ZDB-TERM-081207-1946,abnormal,311098
455,expressed_in,ZDB-TERM-070117-471,abnormal,311099
456,expressed_in,ZDB-TERM-070117-471,abnormal,311100
457,expressed_in,ZDB-TERM-070117-471,abnormal,311158
458,expressed_in,ZDB-TERM-070117-471,abnormal,311160
459,expressed_in,ZDB-TERM-070117-471,abnormal,311163
460,expressed_in,ZDB-TERM-070117-471,abnormal,311164
461,expressed_in,ZDB-TERM-070117-471,abnormal,311167
462,expressed_in,ZDB-TERM-070117-471,abnormal,311168
463,expressed_in,ZDB-TERM-070117-471,abnormal,311171
464,expressed_in,ZDB-TERM-070117-471,abnormal,311172
465,expressed_in,ZDB-TERM-070117-471,abnormal,311175
466,expressed_in,ZDB-TERM-070117-471,abnormal,311176
467,expressed_in,ZDB-TERM-070117-471,abnormal,311178
468,expressed_in,ZDB-TERM-070117-471,abnormal,311179
469,expressed_in,ZDB-TERM-070117-471,abnormal,311180
470,expressed_in,ZDB-TERM-070117-471,abnormal,311182
471,expressed_in,ZDB-TERM-070117-471,abnormal,311185
472,expressed_in,ZDB-TERM-070117-471,abnormal,311199
473,expressed_in,ZDB-TERM-070117-471,abnormal,311200
474,expressed_in,ZDB-TERM-070117-471,abnormal,311201
475,expressed_in,ZDB-TERM-070117-471,abnormal,311202
476,expressed_in,ZDB-TERM-070117-471,abnormal,311203
477,expressed_in,ZDB-TERM-070117-471,abnormal,311204
478,expressed_in,ZDB-TERM-070117-471,abnormal,311205
479,expressed_in,ZDB-TERM-070117-471,abnormal,311206
480,expressed_in,ZDB-TERM-070117-471,abnormal,311207
483,expressed_in,ZDB-TERM-070117-471,abnormal,311232
484,expressed_in,ZDB-TERM-070117-471,abnormal,311233
485,expressed_in,ZDB-TERM-081207-1946,abnormal,311267
486,expressed_in,ZDB-TERM-070117-471,abnormal,311270
487,expressed_in,ZDB-TERM-070117-471,abnormal,311271
488,expressed_in,ZDB-TERM-070117-471,abnormal,311275
489,expressed_in,ZDB-TERM-070117-471,abnormal,311276
490,expressed_in,ZDB-TERM-070117-471,abnormal,311277
491,expressed_in,ZDB-TERM-070117-471,abnormal,311278
492,expressed_in,ZDB-TERM-070117-471,abnormal,311279
493,expressed_in,ZDB-TERM-070117-471,abnormal,311280
